HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Synonyms	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:33089	SNORD116-23	small nucleolar RNA, C/D box 116-23	Approved	RNA, small nucleolar		HBII-85-23	15q11.2	100033434	ENSG00000207375		845	Small nucleolar RNAs, C/D box
HGNC:33090	SNORD116-24	small nucleolar RNA, C/D box 116-24	Approved	RNA, small nucleolar		HBII-85-24	15q11.2	100033435	ENSG00000207279		845	Small nucleolar RNAs, C/D box
HGNC:33091	SNORD116-25	small nucleolar RNA, C/D box 116-25	Approved	RNA, small nucleolar		HBII-85-25	15q11.2	100033436	ENSG00000252326		845	Small nucleolar RNAs, C/D box
HGNC:33092	SNORD116-26	small nucleolar RNA, C/D box 116-26	Approved	RNA, small nucleolar		HBII-85-26	15q11.2	100033438	ENSG00000251815		845	Small nucleolar RNAs, C/D box
HGNC:33093	SNORD116-27	small nucleolar RNA, C/D box 116-27	Approved	RNA, small nucleolar		HBII-85-27	15q11.2	100033439	ENSG00000251896		845	Small nucleolar RNAs, C/D box
HGNC:33347	SNORD116-28	small nucleolar RNA, C/D box 116-28	Approved	RNA, small nucleolar		HBII-85-28	15q11.2	100033820	ENSG00000278123		845	Small nucleolar RNAs, C/D box
HGNC:33348	SNORD116-29	small nucleolar RNA, C/D box 116-29	Approved	RNA, small nucleolar		HBII-85-29	15q11.2	100033821	ENSG00000207245		845	Small nucleolar RNAs, C/D box
HGNC:33069	SNORD116-3	small nucleolar RNA, C/D box 116-3	Approved	RNA, small nucleolar		HBII-85-3	15q11.2	100033415	ENSG00000207014		845	Small nucleolar RNAs, C/D box
HGNC:42797	SNORD116-30	small nucleolar RNA, C/D box 116-30	Approved	RNA, small nucleolar		HBII-85-30	15q11.2	100873856	ENSG00000252277		845	Small nucleolar RNAs, C/D box
HGNC:33070	SNORD116-4	small nucleolar RNA, C/D box 116-4	Approved	RNA, small nucleolar		HBII-85-4	15q11.2	100033416	ENSG00000275529		845	Small nucleolar RNAs, C/D box
HGNC:33071	SNORD116-5	small nucleolar RNA, C/D box 116-5	Approved	RNA, small nucleolar		HBII-85-5	15q11.2	100033417	ENSG00000207191		845	Small nucleolar RNAs, C/D box
HGNC:33072	SNORD116-6	small nucleolar RNA, C/D box 116-6	Approved	RNA, small nucleolar		HBII-85-6	15q11.2	100033418	ENSG00000207442		845	Small nucleolar RNAs, C/D box
HGNC:33073	SNORD116-7	small nucleolar RNA, C/D box 116-7	Approved	RNA, small nucleolar		HBII-85-7	15q11.2	100033419	ENSG00000207133		845	Small nucleolar RNAs, C/D box
HGNC:33074	SNORD116-8	small nucleolar RNA, C/D box 116-8	Approved	RNA, small nucleolar		HBII-85-8	15q11.2	100033420	ENSG00000207093		845	Small nucleolar RNAs, C/D box
HGNC:33075	SNORD116-9	small nucleolar RNA, C/D box 116-9	Approved	RNA, small nucleolar		HBII-85-9	15q11.2	100033421	ENSG00000206727		845	Small nucleolar RNAs, C/D box
HGNC:32742	SNORD117	small nucleolar RNA, C/D box 117	Approved	RNA, small nucleolar		U83	6p21.33	692233	ENSG00000201785		845	Small nucleolar RNAs, C/D box
HGNC:32952	SNORD118	small nucleolar RNA, C/D box 118	Approved	RNA, small nucleolar		U8	17p13.1	727676	ENSG00000200463		845	Small nucleolar RNAs, C/D box
HGNC:33558	SNORD119	small nucleolar RNA, C/D box 119	Approved	RNA, small nucleolar			20p13	100113378			845	Small nucleolar RNAs, C/D box
HGNC:33571	SNORD11B	small nucleolar RNA, C/D box 11B	Approved	RNA, small nucleolar			2q33.1	100113392	ENSG00000271852		845	Small nucleolar RNAs, C/D box
HGNC:32708	SNORD12	small nucleolar RNA, C/D box 12	Approved	RNA, small nucleolar	MIR1259, MIRN1259	HBII-99, hsa-mir-1259	20q13.13	692057	ENSG00000212304		845	Small nucleolar RNAs, C/D box
HGNC:33560	SNORD121A	small nucleolar RNA, C/D box 121A	Approved	RNA, small nucleolar			9p13.3	100113379	ENSG00000238886		845	Small nucleolar RNAs, C/D box
HGNC:33569	SNORD121B	small nucleolar RNA, C/D box 121B	Approved	RNA, small nucleolar			9p13.3	101340252	ENSG00000238300		845	Small nucleolar RNAs, C/D box
HGNC:33562	SNORD123	small nucleolar RNA, C/D box 123	Approved	RNA, small nucleolar			5p15.2	100113384	ENSG00000239112		845	Small nucleolar RNAs, C/D box
HGNC:33563	SNORD124	small nucleolar RNA, C/D box 124	Approved	RNA, small nucleolar			17q21.1	101340251	ENSG00000238793		845	Small nucleolar RNAs, C/D box
HGNC:33564	SNORD125	small nucleolar RNA, C/D box 125	Approved	RNA, small nucleolar			22q12.2	100113380	ENSG00000239127		845	Small nucleolar RNAs, C/D box
HGNC:33565	SNORD126	small nucleolar RNA, C/D box 126	Approved	RNA, small nucleolar	MIR1201, MIRN1201	hsa-mir-1201	14q11.2	100113391	ENSG00000238344		845	Small nucleolar RNAs, C/D box
HGNC:33555	SNORD127	small nucleolar RNA, C/D box 127	Approved	RNA, small nucleolar			14q21.3	100113389	ENSG00000239043		845	Small nucleolar RNAs, C/D box
HGNC:50409	SNORD128	small nucleolar RNA, C/D box 128	Approved	RNA, small nucleolar		ZL43	1p36.23	106632271			845	Small nucleolar RNAs, C/D box
HGNC:50410	SNORD129	small nucleolar RNA, C/D box 129	Approved	RNA, small nucleolar			10p14	106635547			845	Small nucleolar RNAs, C/D box
HGNC:33573	SNORD12B	small nucleolar RNA, C/D box 12B	Approved	RNA, small nucleolar			19p13.2	100113393	ENSG00000222365		845	Small nucleolar RNAs, C/D box
HGNC:10105	SNORD12C	small nucleolar RNA, C/D box 12C	Approved	RNA, small nucleolar	RNU106, SNORD106	U106	20q13.13	26765	ENSG00000209042		845	Small nucleolar RNAs, C/D box
HGNC:32711	SNORD13	small nucleolar RNA, C/D box 13	Approved	RNA, small nucleolar		U13, RNU13, SNORD13A	8p12	692084	ENSG00000239039		845	Small nucleolar RNAs, C/D box
HGNC:50411	SNORD130	small nucleolar RNA, C/D box 130	Approved	RNA, small nucleolar			10p12.1	106635548			845	Small nucleolar RNAs, C/D box
HGNC:50412	SNORD131	small nucleolar RNA, C/D box 131	Approved	RNA, small nucleolar			11p15.5	106635549			845	Small nucleolar RNAs, C/D box
HGNC:50413	SNORD132	small nucleolar RNA, C/D box 132	Approved	RNA, small nucleolar			2q13	106635550			845	Small nucleolar RNAs, C/D box
HGNC:50414	SNORD133	small nucleolar RNA, C/D box 133	Approved	RNA, small nucleolar		ZL42, ggn68	12q13.12	106633800			845	Small nucleolar RNAs, C/D box
HGNC:50415	SNORD134	small nucleolar RNA, C/D box 134	Approved	RNA, small nucleolar		ZL12	17q25.3	106633803			845	Small nucleolar RNAs, C/D box
HGNC:50416	SNORD135	small nucleolar RNA, C/D box 135	Approved	RNA, small nucleolar		ZL2	19p13.2	106633804			845	Small nucleolar RNAs, C/D box
HGNC:50417	SNORD136	small nucleolar RNA, C/D box 136	Approved	RNA, small nucleolar		ZL26	3p21.1	106633805			845	Small nucleolar RNAs, C/D box
HGNC:50419	SNORD137	small nucleolar RNA, C/D box 137	Approved	RNA, small nucleolar			9p23	106635615			845	Small nucleolar RNAs, C/D box
HGNC:50420	SNORD138	small nucleolar RNA, C/D box 138	Approved	RNA, small nucleolar	MIR3607	hsa-mir-3607	5q14.3	109623460	ENSG00000284078		845	Small nucleolar RNAs, C/D box
HGNC:50421	SNORD139	small nucleolar RNA, C/D box 139	Approved	RNA, small nucleolar			22q13.1	116936			845	Small nucleolar RNAs, C/D box
HGNC:52250	SNORD13B-1	small nucleolar RNA, C/D box 13B-1	Approved	RNA, small nucleolar			5q13.2	109617019			845	Small nucleolar RNAs, C/D box
HGNC:52251	SNORD13B-2	small nucleolar RNA, C/D box 13B-2	Approved	RNA, small nucleolar			5q13.2	109617021			845	Small nucleolar RNAs, C/D box
HGNC:52252	SNORD13C	small nucleolar RNA, C/D box 13C	Approved	RNA, small nucleolar			1q21.2	109616989			845	Small nucleolar RNAs, C/D box
HGNC:52253	SNORD13D	small nucleolar RNA, C/D box 13D	Approved	RNA, small nucleolar			15q21.3	109616990	ENSG00000239035		845	Small nucleolar RNAs, C/D box
HGNC:52254	SNORD13E	small nucleolar RNA, C/D box 13E	Approved	RNA, small nucleolar			15q22.31	109617020	ENSG00000238311		845	Small nucleolar RNAs, C/D box
HGNC:52245	SNORD13F	small nucleolar RNA, C/D box 13F	Approved	RNA, small nucleolar			11q13.1	109616986			845	Small nucleolar RNAs, C/D box
HGNC:52246	SNORD13G	small nucleolar RNA, C/D box 13G	Approved	RNA, small nucleolar			13q32.1	109616987			845	Small nucleolar RNAs, C/D box
HGNC:52247	SNORD13H	small nucleolar RNA, C/D box 13H	Approved	RNA, small nucleolar			16q22.1	109617018			845	Small nucleolar RNAs, C/D box
HGNC:52248	SNORD13I	small nucleolar RNA, C/D box 13I	Approved	RNA, small nucleolar			11q22.1	109616988			845	Small nucleolar RNAs, C/D box
HGNC:52249	SNORD13J	small nucleolar RNA, C/D box 13J	Approved	RNA, small nucleolar			3p21.31	109617025			845	Small nucleolar RNAs, C/D box
HGNC:51405	SNORD140	small nucleolar RNA, C/D box 140	Approved	RNA, small nucleolar			22q13.2	106635682			845	Small nucleolar RNAs, C/D box
HGNC:51406	SNORD141A	small nucleolar RNA, C/D box 141A	Approved	RNA, small nucleolar			9q34.13	106635683			845	Small nucleolar RNAs, C/D box
HGNC:51407	SNORD141B	small nucleolar RNA, C/D box 141B	Approved	RNA, small nucleolar			5p15.2	106635684			845	Small nucleolar RNAs, C/D box
HGNC:50389	SNORD142	small nucleolar RNA, C/D box 142	Approved	RNA, small nucleolar	SNORA85, SNORD174	ZL68	10p15.2	106633806			845	Small nucleolar RNAs, C/D box
HGNC:50400	SNORD143	small nucleolar RNA, C/D box 143	Approved	RNA, small nucleolar	SNORA96, SNORD171	ZL5	4q21.22	106633808			845	Small nucleolar RNAs, C/D box
HGNC:50401	SNORD144	small nucleolar RNA, C/D box 144	Approved	RNA, small nucleolar	SNORA97	ZL6	4q21.22	106633809			845	Small nucleolar RNAs, C/D box
HGNC:51859	SNORD145	small nucleolar RNA, C/D box 145	Approved	RNA, small nucleolar			1p34.1	109623472			845	Small nucleolar RNAs, C/D box
HGNC:51860	SNORD146	small nucleolar RNA, C/D box 146	Approved	RNA, small nucleolar			3p21.31	109623484			845	Small nucleolar RNAs, C/D box
HGNC:51861	SNORD147	small nucleolar RNA, C/D box 147	Approved	RNA, small nucleolar			11p15.1	109623465			845	Small nucleolar RNAs, C/D box
HGNC:51862	SNORD148	small nucleolar RNA, C/D box 148	Approved	RNA, small nucleolar			16q11.2	109623466			845	Small nucleolar RNAs, C/D box
HGNC:51863	SNORD149	small nucleolar RNA, C/D box 149	Approved	RNA, small nucleolar			8q24.3	109623485			845	Small nucleolar RNAs, C/D box
HGNC:10113	SNORD14A	small nucleolar RNA, C/D box 14A	Approved	RNA, small nucleolar	RNU14	U14, RNU14A	11p15.1	26822	ENSG00000272034		845	Small nucleolar RNAs, C/D box
HGNC:31803	SNORD14B	small nucleolar RNA, C/D box 14B	Approved	RNA, small nucleolar	RNU14B	U14B, U14	11p15.1	85388	ENSG00000201403		845	Small nucleolar RNAs, C/D box
HGNC:30352	SNORD14C	small nucleolar RNA, C/D box 14C	Approved	RNA, small nucleolar			11q23.3-q25	85389	ENSG00000202252		845	Small nucleolar RNAs, C/D box
HGNC:30353	SNORD14D	small nucleolar RNA, C/D box 14D	Approved	RNA, small nucleolar			11q23.3-q25	85390	ENSG00000207118		845	Small nucleolar RNAs, C/D box
HGNC:30354	SNORD14E	small nucleolar RNA, C/D box 14E	Approved	RNA, small nucleolar			11q23.3-q25	85391	ENSG00000200879		845	Small nucleolar RNAs, C/D box
HGNC:51864	SNORD150	small nucleolar RNA, C/D box 150	Approved	RNA, small nucleolar			11q23.3	109623467			845	Small nucleolar RNAs, C/D box
HGNC:51865	SNORD151	small nucleolar RNA, C/D box 151	Approved	RNA, small nucleolar			7p12.3	109623468			845	Small nucleolar RNAs, C/D box
HGNC:51866	SNORD152	small nucleolar RNA, C/D box 152	Approved	RNA, small nucleolar			19q13.13	109623473			845	Small nucleolar RNAs, C/D box
HGNC:51867	SNORD153	small nucleolar RNA, C/D box 153	Approved	RNA, small nucleolar			11q25	109623486			845	Small nucleolar RNAs, C/D box
HGNC:51868	SNORD154	small nucleolar RNA, C/D box 154	Approved	RNA, small nucleolar			20q12	109623474			845	Small nucleolar RNAs, C/D box
HGNC:51869	SNORD155	small nucleolar RNA, C/D box 155	Approved	RNA, small nucleolar			3q13.31	109623450			845	Small nucleolar RNAs, C/D box
HGNC:51870	SNORD156	small nucleolar RNA, C/D box 156	Approved	RNA, small nucleolar			6q13	109623475			845	Small nucleolar RNAs, C/D box
HGNC:51871	SNORD157	small nucleolar RNA, C/D box 157	Approved	RNA, small nucleolar			19q13.42	109623451			845	Small nucleolar RNAs, C/D box
HGNC:51872	SNORD158	small nucleolar RNA, C/D box 158	Approved	RNA, small nucleolar			10q25.3	109623470			845	Small nucleolar RNAs, C/D box
HGNC:51873	SNORD159	small nucleolar RNA, C/D box 159	Approved	RNA, small nucleolar			21q22.3	109623452			845	Small nucleolar RNAs, C/D box
HGNC:10114	SNORD15A	small nucleolar RNA, C/D box 15A	Approved	RNA, small nucleolar	RNU15A	U15A	11q13.4	6079	ENSG00000206941		845	Small nucleolar RNAs, C/D box
HGNC:16649	SNORD15B	small nucleolar RNA, C/D box 15B	Approved	RNA, small nucleolar	RNU15B	U15B	11q13.4	114599	ENSG00000207445		845	Small nucleolar RNAs, C/D box
HGNC:32712	SNORD16	small nucleolar RNA, C/D box 16	Approved	RNA, small nucleolar		U16	15q22.31	595097	ENSG00000199673		845	Small nucleolar RNAs, C/D box
HGNC:51874	SNORD160	small nucleolar RNA, C/D box 160	Approved	RNA, small nucleolar			1p34.1	109623476			845	Small nucleolar RNAs, C/D box
HGNC:51875	SNORD161	small nucleolar RNA, C/D box 161	Approved	RNA, small nucleolar			4q21.21	109623453			845	Small nucleolar RNAs, C/D box
HGNC:51876	SNORD162	small nucleolar RNA, C/D box 162	Approved	RNA, small nucleolar			4p16.2	109623454			845	Small nucleolar RNAs, C/D box
HGNC:51877	SNORD163	small nucleolar RNA, C/D box 163	Approved	RNA, small nucleolar			17p11.2	109623477			845	Small nucleolar RNAs, C/D box
HGNC:51878	SNORD164	small nucleolar RNA, C/D box 164	Approved	RNA, small nucleolar			11p13	109623487			845	Small nucleolar RNAs, C/D box
HGNC:51879	SNORD165	small nucleolar RNA, C/D box 165	Approved	RNA, small nucleolar			7p22.1	109623455			845	Small nucleolar RNAs, C/D box
HGNC:51880	SNORD166	small nucleolar RNA, C/D box 166	Approved	RNA, small nucleolar			6q21	109623478			845	Small nucleolar RNAs, C/D box
HGNC:51881	SNORD167	small nucleolar RNA, C/D box 167	Approved	RNA, small nucleolar			1p36.33	109623456			845	Small nucleolar RNAs, C/D box
HGNC:51882	SNORD168	small nucleolar RNA, C/D box 168	Approved	RNA, small nucleolar			8q24.11	109623457			845	Small nucleolar RNAs, C/D box
HGNC:51883	SNORD169	small nucleolar RNA, C/D box 169	Approved	RNA, small nucleolar			14q24.2	109623479			845	Small nucleolar RNAs, C/D box
HGNC:32713	SNORD17	small nucleolar RNA, C/D box 17	Approved	RNA, small nucleolar		HBI-43	20p11.23	692086	ENSG00000212232		845	Small nucleolar RNAs, C/D box
HGNC:51884	SNORD170	small nucleolar RNA, C/D box 170	Approved	RNA, small nucleolar			5p15.2	109623458			845	Small nucleolar RNAs, C/D box
HGNC:51886	SNORD172	small nucleolar RNA, C/D box 172	Approved	RNA, small nucleolar			10q22.2	109623471			845	Small nucleolar RNAs, C/D box
HGNC:51887	SNORD173	small nucleolar RNA, C/D box 173	Approved	RNA, small nucleolar			8q22.3	109623480			845	Small nucleolar RNAs, C/D box
HGNC:51889	SNORD175	small nucleolar RNA, C/D box 175	Approved	RNA, small nucleolar			19q13.2	109623469			845	Small nucleolar RNAs, C/D box
HGNC:32714	SNORD18A	small nucleolar RNA, C/D box 18A	Approved	RNA, small nucleolar		U18A	15q22.31	595098	ENSG00000200623		845	Small nucleolar RNAs, C/D box
HGNC:32715	SNORD18B	small nucleolar RNA, C/D box 18B	Approved	RNA, small nucleolar		U18B	15q22.31	595099	ENSG00000202529		845	Small nucleolar RNAs, C/D box
HGNC:32716	SNORD18C	small nucleolar RNA, C/D box 18C	Approved	RNA, small nucleolar		U18C	15q22.31	595100	ENSG00000199574		845	Small nucleolar RNAs, C/D box
HGNC:32717	SNORD19	small nucleolar RNA, C/D box 19	Approved	RNA, small nucleolar		HBII-108	3p21.1	692089	ENSG00000212493		845	Small nucleolar RNAs, C/D box
HGNC:33570	SNORD19B	small nucleolar RNA, C/D box 19B	Approved	RNA, small nucleolar			3p21.1	100113381	ENSG00000238862		845	Small nucleolar RNAs, C/D box
HGNC:52224	SNORD19C	small nucleolar RNA, C/D box 19C	Approved	RNA, small nucleolar			3p21.1	109616991	ENSG00000222345		845	Small nucleolar RNAs, C/D box
HGNC:32556	SNORD1A	small nucleolar RNA, C/D box 1A	Approved	RNA, small nucleolar		R38A, snR38A	17q25.1	677848	ENSG00000278261		845	Small nucleolar RNAs, C/D box
HGNC:32676	SNORD1B	small nucleolar RNA, C/D box 1B	Approved	RNA, small nucleolar		R38B, snR38B	17q25.1	677849	ENSG00000199961		845	Small nucleolar RNAs, C/D box
HGNC:32677	SNORD1C	small nucleolar RNA, C/D box 1C	Approved	RNA, small nucleolar		R38C, snR38C	17q25.1	677850	ENSG00000274091		845	Small nucleolar RNAs, C/D box
HGNC:32678	SNORD2	small nucleolar RNA, C/D box 2	Approved	RNA, small nucleolar		R39B, snR39B	3q27.3	619567	ENSG00000238942		845	Small nucleolar RNAs, C/D box
HGNC:10143	SNORD20	small nucleolar RNA, C/D box 20	Approved	RNA, small nucleolar	RNU20	U20	2q37.1	6082	ENSG00000207280		845	Small nucleolar RNAs, C/D box
HGNC:10144	SNORD21	small nucleolar RNA, C/D box 21	Approved	RNA, small nucleolar	RNU21	U21	1p22.1	6083	ENSG00000206680		845	Small nucleolar RNAs, C/D box
HGNC:10145	SNORD22	small nucleolar RNA, C/D box 22	Approved	RNA, small nucleolar	RNU22	U22	11q13	9304	ENSG00000277194		845	Small nucleolar RNAs, C/D box
HGNC:32718	SNORD23	small nucleolar RNA, C/D box 23	Approved	RNA, small nucleolar		HBII-115	19q13.32	692091	ENSG00000221803		845	Small nucleolar RNAs, C/D box
HGNC:10146	SNORD24	small nucleolar RNA, C/D box 24	Approved	RNA, small nucleolar	RNU24	U24	9q34.2	26820	ENSG00000206611		845	Small nucleolar RNAs, C/D box
HGNC:10147	SNORD25	small nucleolar RNA, C/D box 25	Approved	RNA, small nucleolar	RNU25	U25	11q13	9303	ENSG00000275043		845	Small nucleolar RNAs, C/D box
HGNC:10148	SNORD26	small nucleolar RNA, C/D box 26	Approved	RNA, small nucleolar	RNU26	U26	11q12.3	9302	ENSG00000276788		845	Small nucleolar RNAs, C/D box
HGNC:10149	SNORD27	small nucleolar RNA, C/D box 27	Approved	RNA, small nucleolar	RNU27	U27	11q12.3	9301	ENSG00000275996		845	Small nucleolar RNAs, C/D box
HGNC:10150	SNORD28	small nucleolar RNA, C/D box 28	Approved	RNA, small nucleolar	RNU28	U28, SNORD28A	11q12.3	9300	ENSG00000274544		845	Small nucleolar RNAs, C/D box
HGNC:52225	SNORD28B	small nucleolar RNA, C/D box 28B	Approved	RNA, small nucleolar			6q25.3	109617011	ENSG00000212295		845	Small nucleolar RNAs, C/D box
HGNC:10151	SNORD29	small nucleolar RNA, C/D box 29	Approved	RNA, small nucleolar	RNU29	U29	11q12.3	9297			845	Small nucleolar RNAs, C/D box
HGNC:10157	SNORD30	small nucleolar RNA, C/D box 30	Approved	RNA, small nucleolar	RNU30	U30	11q12.3	9299	ENSG00000277846		845	Small nucleolar RNAs, C/D box
HGNC:10158	SNORD31	small nucleolar RNA, C/D box 31	Approved	RNA, small nucleolar	RNU31	U31, SNORD31A	11q12.3	9298			845	Small nucleolar RNAs, C/D box
HGNC:52226	SNORD31B	small nucleolar RNA, C/D box 31B	Approved	RNA, small nucleolar			13q33.3	109616978	ENSG00000201847		845	Small nucleolar RNAs, C/D box
HGNC:10159	SNORD32A	small nucleolar RNA, C/D box 32A	Approved	RNA, small nucleolar	RNU32	U32, U32A	19q13.33	26819	ENSG00000201675		845	Small nucleolar RNAs, C/D box
HGNC:32719	SNORD32B	small nucleolar RNA, C/D box 32B	Approved	RNA, small nucleolar		U32B	6p22.1	692092	ENSG00000201330		845	Small nucleolar RNAs, C/D box
HGNC:10160	SNORD33	small nucleolar RNA, C/D box 33	Approved	RNA, small nucleolar	RNU33	U33	19q13.33	26818	ENSG00000199631		845	Small nucleolar RNAs, C/D box
HGNC:10161	SNORD34	small nucleolar RNA, C/D box 34	Approved	RNA, small nucleolar	RNU34	U34	19q13.33	26817	ENSG00000202503		845	Small nucleolar RNAs, C/D box
HGNC:10162	SNORD35A	small nucleolar RNA, C/D box 35A	Approved	RNA, small nucleolar	RNU35	U35, RNU35A	19q13.33	26816	ENSG00000200259		845	Small nucleolar RNAs, C/D box
HGNC:17365	SNORD35B	small nucleolar RNA, C/D box 35B	Approved	RNA, small nucleolar	RNU35B	U35B	19q13.33	84546	ENSG00000200530		845	Small nucleolar RNAs, C/D box
HGNC:10163	SNORD36A	small nucleolar RNA, C/D box 36A	Approved	RNA, small nucleolar	RNU36A	U36a	9q34.2	26815	ENSG00000199744		845	Small nucleolar RNAs, C/D box
HGNC:10164	SNORD36B	small nucleolar RNA, C/D box 36B	Approved	RNA, small nucleolar	RNU36B	U36b	9q34.2	26814	ENSG00000200831		845	Small nucleolar RNAs, C/D box
HGNC:10165	SNORD36C	small nucleolar RNA, C/D box 36C	Approved	RNA, small nucleolar	RNU36C	U36c	9q34.2	26813	ENSG00000252542		845	Small nucleolar RNAs, C/D box
HGNC:10166	SNORD37	small nucleolar RNA, C/D box 37	Approved	RNA, small nucleolar	RNU37	U37	19p13.3	26812	ENSG00000206775		845	Small nucleolar RNAs, C/D box
HGNC:30355	SNORD38A	small nucleolar RNA, C/D box 38A	Approved	RNA, small nucleolar	RNU38A	U38A	1p34.1	94162	ENSG00000202031		845	Small nucleolar RNAs, C/D box
HGNC:30356	SNORD38B	small nucleolar RNA, C/D box 38B	Approved	RNA, small nucleolar	RNU38B	U38B	1p34.1	94163	ENSG00000207421		845	Small nucleolar RNAs, C/D box
HGNC:52227	SNORD38C	small nucleolar RNA, C/D box 38C	Approved	RNA, small nucleolar			3p21.1	109617024	ENSG00000207109		845	Small nucleolar RNAs, C/D box
HGNC:52228	SNORD38D	small nucleolar RNA, C/D box 38D	Approved	RNA, small nucleolar			8p11.22	109616979			845	Small nucleolar RNAs, C/D box
HGNC:33189	SNORD3A	small nucleolar RNA, C/D box 3A	Approved	RNA, small nucleolar		U3, RNU3	17p11.2	780851	ENSG00000263934	OTTHUMG00000178445	845	Small nucleolar RNAs, C/D box
HGNC:10168	SNORD3B-1	small nucleolar RNA, C/D box 3B-1	Approved	RNA, small nucleolar	RNU3A1	U3a, U3b1, U3b2	17p11.2	26851	ENSG00000265185	OTTHUMG00000178499	845	Small nucleolar RNAs, C/D box
HGNC:33190	SNORD3B-2	small nucleolar RNA, C/D box 3B-2	Approved	RNA, small nucleolar		U3-2B, U3b2	17p11.2	780852	ENSG00000262074	OTTHUMG00000178152	845	Small nucleolar RNAs, C/D box
HGNC:33191	SNORD3C	small nucleolar RNA, C/D box 3C	Approved	RNA, small nucleolar		U3-3, RNU3-3	17p11.2	780853	ENSG00000264940	OTTHUMG00000178446	845	Small nucleolar RNAs, C/D box
HGNC:33192	SNORD3D	small nucleolar RNA, C/D box 3D	Approved	RNA, small nucleolar		U3-4, RNU3-4	17p11.2	780854	ENSG00000277947		845	Small nucleolar RNAs, C/D box
HGNC:52238	SNORD3E	small nucleolar RNA, C/D box 3E	Approved	RNA, small nucleolar			Xq13.1	109617015	ENSG00000280704		845	Small nucleolar RNAs, C/D box
HGNC:52239	SNORD3F	small nucleolar RNA, C/D box 3F	Approved	RNA, small nucleolar			8p21.3	109616983			845	Small nucleolar RNAs, C/D box
HGNC:52240	SNORD3G	small nucleolar RNA, C/D box 3G	Approved	RNA, small nucleolar			1p22.2	109616984	ENSG00000199666		845	Small nucleolar RNAs, C/D box
HGNC:52241	SNORD3H	small nucleolar RNA, C/D box 3H	Approved	RNA, small nucleolar			8q22.1	109617016	ENSG00000207215		845	Small nucleolar RNAs, C/D box
HGNC:52242	SNORD3I	small nucleolar RNA, C/D box 3I	Approved	RNA, small nucleolar			8p23.1	109616996			845	Small nucleolar RNAs, C/D box
HGNC:52243	SNORD3J	small nucleolar RNA, C/D box 3J	Approved	RNA, small nucleolar			10q11.21	109616985	ENSG00000221400		845	Small nucleolar RNAs, C/D box
HGNC:52244	SNORD3K	small nucleolar RNA, C/D box 3K	Approved	RNA, small nucleolar			2q31.1	109617017			845	Small nucleolar RNAs, C/D box
HGNC:10179	SNORD41	small nucleolar RNA, C/D box 41	Approved	RNA, small nucleolar	RNU41	U41	19p13.13	26810	ENSG00000209702		845	Small nucleolar RNAs, C/D box
HGNC:10180	SNORD42A	small nucleolar RNA, C/D box 42A	Approved	RNA, small nucleolar	RNU42A	U42	17q11.2	26809	ENSG00000238649		845	Small nucleolar RNAs, C/D box
HGNC:10181	SNORD42B	small nucleolar RNA, C/D box 42B	Approved	RNA, small nucleolar	RNU42B	U42B	17q11.2	26808	ENSG00000238423		845	Small nucleolar RNAs, C/D box
HGNC:10182	SNORD43	small nucleolar RNA, C/D box 43	Approved	RNA, small nucleolar	RNU43	U43	22q13.1	26807	ENSG00000263764		845	Small nucleolar RNAs, C/D box
HGNC:10183	SNORD44	small nucleolar RNA, C/D box 44	Approved	RNA, small nucleolar	RNU44	U44	1q25.1	26806			845	Small nucleolar RNAs, C/D box
HGNC:10184	SNORD45A	small nucleolar RNA, C/D box 45A	Approved	RNA, small nucleolar	RNU45A	U45a	1p31.1	26805	ENSG00000207241		845	Small nucleolar RNAs, C/D box
HGNC:10185	SNORD45B	small nucleolar RNA, C/D box 45B	Approved	RNA, small nucleolar	RNU45B	U45b	1p31.1	26804	ENSG00000201487		845	Small nucleolar RNAs, C/D box
HGNC:32720	SNORD45C	small nucleolar RNA, C/D box 45C	Approved	RNA, small nucleolar		U45C	1p31.1	692085	ENSG00000206620		845	Small nucleolar RNAs, C/D box
HGNC:10186	SNORD46	small nucleolar RNA, C/D box 46	Approved	RNA, small nucleolar	RNU46, RNU40	U46, U40	1p34.1	94161	ENSG00000200913		845	Small nucleolar RNAs, C/D box
HGNC:10187	SNORD47	small nucleolar RNA, C/D box 47	Approved	RNA, small nucleolar	RNU47	U47	1q25.1	26802			845	Small nucleolar RNAs, C/D box
HGNC:10188	SNORD48	small nucleolar RNA, C/D box 48	Approved	RNA, small nucleolar	RNU48	U48	6p21.33	26801	ENSG00000201823		845	Small nucleolar RNAs, C/D box
HGNC:10189	SNORD49A	small nucleolar RNA, C/D box 49A	Approved	RNA, small nucleolar	RNU49	U49, U49A	17p11.2	26800	ENSG00000277370		845	Small nucleolar RNAs, C/D box
HGNC:32721	SNORD49B	small nucleolar RNA, C/D box 49B	Approved	RNA, small nucleolar		U49B	17p11.2	692087	ENSG00000277108		845	Small nucleolar RNAs, C/D box
HGNC:10097	SNORD4A	small nucleolar RNA, C/D box 4A	Approved	RNA, small nucleolar	RNU101A	Z17A, mgh18S-121	17q11	26773	ENSG00000238578		845	Small nucleolar RNAs, C/D box
